"X","Grupo","IdEvaluado","IdEvaluador","Criterio","Calificacion","Comentario","Sentimiento","Relevancia"
"861","GRUPO 14","1","4","Claridad","4","buena claridad","1",""
"862","GRUPO 14","2","5","Claridad","4"," ","",""
"863","GRUPO 14","3","6","Claridad","4"," ","",""
"864","GRUPO 14","4","8","Claridad","1"," ","",""
"865","GRUPO 14","5","9","Claridad","0"," ","",""
"866","GRUPO 14","6","13","Claridad","3","falto la matirce requerida para evidencia la optimizacion","-1",""
"867","GRUPO 14","7","14","Claridad","4"," ","",""
"868","GRUPO 14","8","16","Claridad","2"," ","",""
"869","GRUPO 14","9","17","Claridad","2"," ","",""
"870","GRUPO 14","10","18","Claridad","0"," ","",""
"871","GRUPO 14","11","19","Claridad","2"," ","",""
"872","GRUPO 14","12","23","Claridad","4","el informe es facil de entender","1",""
"873","GRUPO 14","13","24","Claridad","3","el informe es claro y permite su lectura","1",""
"874","GRUPO 14","14","26","Claridad","3"," ","",""
"875","GRUPO 14","15","29","Claridad","2"," ","",""
"876","GRUPO 14","16","32","Claridad","2"," ","",""
"877","GRUPO 14","17","31","Claridad","4"," ","",""
"878","GRUPO 14","18","30","Claridad","3","si conceptos y resultados caso completos","1",""
"879","GRUPO 14","19","11","Claridad","3","el momento de la explicacion del backHacking no fue muy claro","-1",""
"880","GRUPO 14","20","28","Claridad","2"," ","",""
"881","GRUPO 14","21","25","Claridad","2","es claro permite la interpretacion","1",""
"882","GRUPO 14","22","0","Claridad","0"," ","",""
"883","GRUPO 15","1","1","Claridad","4"," ","",""
"884","GRUPO 15","2","2","Claridad","3","Fueron concisos con sus opiniones del conocimiento del tema","1",""
"885","GRUPO 15","3","3","Claridad","3","Fueron precisos al momento de explicar su proyecto","1",""
"886","GRUPO 15","4","4","Claridad","3"," ","",""
"887","GRUPO 15","5","5","Claridad","4"," ","",""
"888","GRUPO 15","6","6","Claridad","3"," ","",""
"889","GRUPO 15","7","7","Claridad","4","Buena explicación de enlace fuerte","1",""
"890","GRUPO 15","8","8","Claridad","3"," ","",""
"891","GRUPO 15","9","9","Claridad","2"," ","",""
"892","GRUPO 15","10","10","Claridad","3"," ","",""
"893","GRUPO 15","11","11","Claridad","4"," ","",""
"894","GRUPO 15","12","12","Claridad","3"," ","",""
"895","GRUPO 15","13","13","Claridad","4"," ","",""
"896","GRUPO 15","14","14","Claridad","3"," ","",""
"897","GRUPO 15","15","15","Claridad","3"," ","",""
"898","GRUPO 15","16","19","Claridad","3"," ","",""
"899","GRUPO 15","17","20","Claridad","4"," ","",""
"900","GRUPO 15","18","21","Claridad","2"," ","",""
"901","GRUPO 15","19","22","Claridad","2"," ","",""
"902","GRUPO 15","20","25","Claridad","3","Mostraron en múltiples postes","0",""
"903","GRUPO 15","21","26","Claridad","3"," ","",""
"904","GRUPO 15","22","27","Claridad","3"," ","",""
"905","GRUPO 15","23","28","Claridad","3"," ","",""
"906","GRUPO 15","24","29","Claridad","2"," ","",""
"907","GRUPO 15","25","30","Claridad","3"," ","",""
"908","GRUPO 15","26","31","Claridad","4"," ","",""
"909","GRUPO 15","27","32","Claridad","3"," ","",""
"910","GRUPO 15","28","33","Claridad","3"," ","",""
"911","GRUPO 15","29","34","Claridad","3"," ","",""
"912","GRUPO 15","30","35","Claridad","4"," ","",""
"913","GRUPO 15","31","36","Claridad","3"," ","",""
"914","GRUPO 15","32","37","Claridad","3"," ","",""
"915","GRUPO 15","33","0","Claridad","4","S trató con fluidez el tema","1",""
"916","GRUPO 15","34","0","Claridad","4"," ","",""
"917","GRUPO 15","35","0","Claridad","3"," ","",""
"918","GRUPO 15","36","0","Claridad","0"," ","",""
"919","GRUPO 15","37","0","Claridad","0"," ","",""
"920","GRUPO 16","1","1","Claridad","3"," ","",""
"921","GRUPO 16","2","2","Claridad","4","Fueron espectativas muy claras y precisas","1",""
"922","GRUPO 16","3","3","Claridad","3","Sus conclusiones fueron sustentadas de manera precisa.","1",""
"923","GRUPO 16","4","4","Claridad","3","Clara y comprensible","1",""
"924","GRUPO 16","5","5","Claridad","4"," ","",""
"925","GRUPO 16","6","7","Claridad","3","Si, coherente","1",""
"926","GRUPO 16","7","8","Claridad","3"," ","",""
"927","GRUPO 16","8","9","Claridad","2"," ","",""
"928","GRUPO 16","9","10","Claridad","2"," ","",""
"929","GRUPO 16","10","11","Claridad","4"," ","",""
"930","GRUPO 16","11","12","Claridad","2"," ","",""
"931","GRUPO 16","12","13","Claridad","3"," ","",""
"932","GRUPO 16","13","14","Claridad","3"," ","",""
"933","GRUPO 16","14","15","Claridad","3"," ","",""
"934","GRUPO 16","15","16","Claridad","3"," ","",""
"935","GRUPO 16","16","17","Claridad","3"," ","",""
"936","GRUPO 16","17","18","Claridad","2"," ","",""
"937","GRUPO 16","18","20","Claridad","3"," ","",""
"938","GRUPO 16","19","21","Claridad","3"," ","",""
"939","GRUPO 16","20","22","Claridad","4"," ","",""
"940","GRUPO 16","21","23","Claridad","3"," ","",""
"941","GRUPO 16","22","24","Claridad","3"," ","",""
"942","GRUPO 16","23","25","Claridad","1","Todo fue leido","-1",""
"943","GRUPO 16","24","27","Claridad","2"," ","",""
"944","GRUPO 16","25","28","Claridad","3"," ","",""
"945","GRUPO 16","26","29","Claridad","2"," ","",""
"946","GRUPO 16","27","30","Claridad","2"," ","",""
"947","GRUPO 16","28","31","Claridad","4"," ","",""
"948","GRUPO 16","29","32","Claridad","2"," ","",""
"949","GRUPO 16","30","33","Claridad","3"," ","",""
"950","GRUPO 16","31","34","Claridad","2"," ","",""
"951","GRUPO 16","32","35","Claridad","3"," ","",""
"952","GRUPO 16","33","36","Claridad","3"," ","",""
"953","GRUPO 16","34","37","Claridad","2","No se declara del todo, casi no se hablo","-1",""
"954","GRUPO 19","1","4","Claridad","3","Claro y consistente","1",""
"955","GRUPO 19","2","6","Claridad","3"," ","",""
"956","GRUPO 19","3","7","Claridad","3","Fue muy escaso y poco de entender","-1",""
"957","GRUPO 19","4","10","Claridad","4"," ","",""
"958","GRUPO 19","5","11","Claridad","3"," ","",""
"959","GRUPO 19","6","13","Claridad","3"," ","",""
"960","GRUPO 19","7","14","Claridad","3"," ","",""
"961","GRUPO 19","8","16","Claridad","2"," ","",""
"962","GRUPO 19","9","18","Claridad","3"," ","",""
"963","GRUPO 19","10","19","Claridad","2"," ","",""
"964","GRUPO 19","11","20","Claridad","2","Su contenido fue claro","1",""
"965","GRUPO 19","12","23","Claridad","4","Informe fácil de entender","1",""
"966","GRUPO 19","13","24","Claridad","4","El informe es claro y permite su lectura","1",""
"967","GRUPO 19","14","25","Claridad","2","Estuvo claro pero faltaron ejemplos","0",""
"968","GRUPO 19","15","26","Claridad","3"," ","",""
"969","GRUPO 19","16","27","Claridad","3"," ","",""
"970","GRUPO 19","17","28","Claridad","3"," ","",""
"971","GRUPO 19","18","29","Claridad","2"," ","",""
"972","GRUPO 19","19","30","Claridad","2","Faltó más conclusiones de hallazgos y sus bases del código","-1",""
"973","GRUPO 19","20","31","Claridad","3"," ","",""
"974","GRUPO 19","21","32","Claridad","4"," ","",""
"975","GRUPO 19","22","0","Claridad","0"," ","",""
"976","GRUPO 19","23","0","Claridad","0"," ","",""
"977","GRUPO 19","24","0","Claridad","0"," ","",""
"978","GRUPO 19","25","0","Claridad","0"," ","",""
"979","GRUPO 19","26","0","Claridad","0"," ","",""
"980","GRUPO 20","1","1","Claridad","3"," ","",""
"981","GRUPO 20","2","3","Claridad","3","Tuvieron pequeños problemas al monento de hablar","-1",""
"982","GRUPO 20","3","4","Claridad","3"," ","",""
"983","GRUPO 20","4","9","Claridad","2"," ","",""
"984","GRUPO 20","5","5","Claridad","3","Mejora un poco la presentación","0",""
"985","GRUPO 20","6","7","Claridad","2"," ","",""
"986","GRUPO 20","7","10","Claridad","3"," ","",""
"987","GRUPO 20","8","2","Claridad","3","Su informe fue factible en nuevos conocimientos","1",""
"988","GRUPO 20","9","12","Claridad","2"," ","",""
"989","GRUPO 20","10","13","Claridad","3"," ","",""
"990","GRUPO 20","11","14","Claridad","3"," ","",""
"991","GRUPO 20","12","15","Claridad","0"," ","",""
"992","GRUPO 20","13","16","Claridad","2","Más clara las conclusiones","1",""
"993","GRUPO 20","14","17","Claridad","2"," ","",""
"994","GRUPO 20","15","19","Claridad","2"," ","",""
"995","GRUPO 20","16","21","Claridad","2"," ","",""
"996","GRUPO 20","17","22","Claridad","2"," ","",""
"997","GRUPO 20","18","23","Claridad","0"," ","",""
"998","GRUPO 20","19","24","Claridad","2","Les falto argumentar más","-1",""
"999","GRUPO 20","20","25","Claridad","3","Se leyo partes primordiales","-1",""
"1000","GRUPO 20","21","26","Claridad","2"," ","",""
"1001","GRUPO 20","22","27","Claridad","2"," ","",""
"1002","GRUPO 20","23","28","Claridad","3"," ","",""
"1003","GRUPO 20","24","34","Claridad","2"," ","",""
"1004","GRUPO 20","25","35","Claridad","3"," ","",""
"1005","GRUPO 20","26","36","Claridad","3"," ","",""
"1006","GRUPO 20","27","37","Claridad","2"," ","",""
"1007","GRUPO 20","28","21","Claridad","3"," ","",""
"1008","GRUPO 20","29","6","Claridad","3"," ","",""
"1009","GRUPO 20","30","22","Claridad","2"," ","",""
"1010","GRUPO 20","31","32","Claridad","3"," ","",""
"1011","GRUPO 20","32","30","Claridad","3"," ","",""
"1012","GRUPO 20","33","29","Claridad","2"," ","",""
"1013","GRUPO 20","34","33","Claridad","3"," ","",""
"1014","GRUPO 21","1","1","Claridad","4"," ","",""
"1015","GRUPO 21","2","2","Claridad","3","Establecieron formas irreversibles de expresar sus conclusiones, sin embargo faltó un poco de proyección.","0",""
"1016","GRUPO 21","3","3","Claridad","3","La sustentación fue clara","1",""
"1017","GRUPO 21","4","4","Claridad","3"," ","",""
"1018","GRUPO 21","5","5","Claridad","4"," ","",""
"1019","GRUPO 21","6","6","Claridad","4"," ","",""
"1020","GRUPO 21","7","7","Claridad","3","Claro","1",""
"1021","GRUPO 21","8","8","Claridad","4"," ","",""
"1022","GRUPO 21","9","9","Claridad","4"," ","",""
"1023","GRUPO 21","10","10","Claridad","4"," ","",""
"1024","GRUPO 21","11","11","Claridad","4"," ","",""
"1025","GRUPO 21","12","12","Claridad","3"," ","",""
"1026","GRUPO 21","13","13","Claridad","3"," ","",""
"1027","GRUPO 21","14","14","Claridad","3","Su informe es claro ya que sus análisis son en base a sus hallazgos","1",""
"1028","GRUPO 21","15","15","Claridad","4"," ","",""
"1029","GRUPO 21","16","16","Claridad","3","Es claro pero falta información","0",""
"1030","GRUPO 21","17","17","Claridad","2"," ","",""
"1031","GRUPO 21","18","18","Claridad","4","Lo expuesto fue claro","1",""
"1032","GRUPO 21","19","19","Claridad","3"," ","",""
"1033","GRUPO 21","20","20","Claridad","4"," ","",""
"1034","GRUPO 21","21","21","Claridad","3"," ","",""
"1035","GRUPO 21","22","22","Claridad","3"," ","",""
"1036","GRUPO 21","23","23","Claridad","3"," ","",""
"1037","GRUPO 21","24","24","Claridad","0"," ","",""
"1038","GRUPO 21","25","25","Claridad","3"," ","",""
"1039","GRUPO 21","26","26","Claridad","2"," ","",""
"1040","GRUPO 21","27","27","Claridad","4"," ","",""
"1041","GRUPO 21","28","28","Claridad","4"," ","",""
"1042","GRUPO 21","29","29","Claridad","4"," ","",""
"1043","GRUPO 21","30","30","Claridad","3"," ","",""
"1044","GRUPO 21","31","31","Claridad","4"," ","",""
"1045","GRUPO 21","32","32","Claridad","4"," ","",""
"1046","GRUPO 21","33","33","Claridad","3"," ","",""
"1047","GRUPO 21","34","34","Claridad","3"," ","",""
"1048","GRUPO 21","35","35","Claridad","0"," ","",""
"1049","GRUPO 21","36","36","Claridad","3"," ","",""
"1050","GRUPO 21","37","37","Claridad","3"," ","",""
"1051","GRUPO 1","1","1","Calidad de Evidencias","3"," ","",""
"1052","GRUPO 1","2","2","Calidad de Evidencias","4","Proyectaron una evidencia sustentable y precisa","1",""
"1053","GRUPO 1","3","3","Calidad de Evidencias","2","Los hallazgos presentados no fueron completamente concretos","-1",""
"1054","GRUPO 1","4","4","Calidad de Evidencias","4","Es completa la evidencia","1",""
"1055","GRUPO 1","5","5","Calidad de Evidencias","4"," ","",""
"1056","GRUPO 1","6","6","Calidad de Evidencias","3"," ","",""
"1057","GRUPO 1","7","7","Calidad de Evidencias","3","bueno, pero un poco dudoso, en parte de la simulación","0",""
"1058","GRUPO 1","8","8","Calidad de Evidencias","4","Falta programar el cursor para que siva lo obtenido en menos tiempo marque el camino","-1",""
"1059","GRUPO 1","9","9","Calidad de Evidencias","3","Falta su refuerzo en su informe presentado en resumen, pero la atencion es lo que cuenta","0",""
"1060","GRUPO 1","10","10","Calidad de Evidencias","4"," ","",""
"1061","GRUPO 1","11","11","Calidad de Evidencias","4"," ","",""
"1062","GRUPO 1","12","12","Calidad de Evidencias","2","Tenia el codigo pero el funcionamiento dependia del tamaño del laberinto","0",""
"1063","GRUPO 1","13","13","Calidad de Evidencias","4"," ","",""
"1064","GRUPO 1","14","14","Calidad de Evidencias","3","Todo estubo claramente evidenciado por su materiasl de apoyo","1",""
"1065","GRUPO 1","15","15","Calidad de Evidencias","4"," ","",""
"1066","GRUPO 1","16","16","Calidad de Evidencias","3","Las conclusiones dueron demsasiado","1",""
"1067","GRUPO 1","17","19","Calidad de Evidencias","3"," ","",""
"1068","GRUPO 1","18","20","Calidad de Evidencias","3"," ","",""
"1069","GRUPO 1","19","21","Calidad de Evidencias","3"," ","",""
"1070","GRUPO 1","20","22","Calidad de Evidencias","3"," ","",""
"1071","GRUPO 1","21","23","Calidad de Evidencias","4"," ","",""
"1072","GRUPO 1","22","24","Calidad de Evidencias","3"," ","",""
"1073","GRUPO 1","23","25","Calidad de Evidencias","2","Programa no funcionaba como se debe","-1",""
"1074","GRUPO 1","24","26","Calidad de Evidencias","2"," ","",""
"1075","GRUPO 1","25","29","Calidad de Evidencias","2"," ","",""
"1076","GRUPO 1","26","30","Calidad de Evidencias","3"," ","",""
"1077","GRUPO 1","27","31","Calidad de Evidencias","3"," ","",""
"1078","GRUPO 1","28","32","Calidad de Evidencias","3"," ","",""
"1079","GRUPO 1","29","33","Calidad de Evidencias","3"," ","",""
"1080","GRUPO 1","30","34","Calidad de Evidencias","2","Falta evidenciar algo mas","-1",""
"1081","GRUPO 1","31","36","Calidad de Evidencias","3"," ","",""
"1082","GRUPO 1","32","37","Calidad de Evidencias","2","Faltó mayor explicación del tema, fue confuza y no fue claro","-1",""
"1083","GRUPO 2","1","1","Calidad de Evidencias","3"," ","",""
"1084","GRUPO 2","2","3","Calidad de Evidencias","2","No evidencia los resultados","-1",""
"1085","GRUPO 2","3","4","Calidad de Evidencias","4"," ","",""
"1086","GRUPO 2","4","7","Calidad de Evidencias","2","Concluyente","1",""
"1087","GRUPO 2","5","8","Calidad de Evidencias","2","Faltó ejecución del programa, metricas y la sincronización de los semaforos","-1",""
"1088","GRUPO 2","6","9","Calidad de Evidencias","2"," ","",""
"1089","GRUPO 2","7","10","Calidad de Evidencias","3"," ","",""
"1090","GRUPO 2","8","11","Calidad de Evidencias","4"," ","",""
"1091","GRUPO 2","9","12","Calidad de Evidencias","2","No completarón la resolción del problema","-1",""
"1092","GRUPO 2","10","13","Calidad de Evidencias","3"," ","",""
"1093","GRUPO 2","11","14","Calidad de Evidencias","3","Falta contenido a su presentación","-1",""
"1094","GRUPO 2","12","15","Calidad de Evidencias","2"," ","",""
"1095","GRUPO 2","13","16","Calidad de Evidencias","3","Estuvieron bien pero falta más detalles","0",""
"1096","GRUPO 2","14","19","Calidad de Evidencias","3"," ","",""
"1097","GRUPO 2","15","20","Calidad de Evidencias","4"," ","",""
"1098","GRUPO 2","16","21","Calidad de Evidencias","3"," ","",""
"1099","GRUPO 2","17","22","Calidad de Evidencias","3"," ","",""
"1100","GRUPO 2","18","23","Calidad de Evidencias","3"," ","",""
"1101","GRUPO 2","19","24","Calidad de Evidencias","3","Su información estuvo un poco compleja","0",""
"1102","GRUPO 2","20","25","Calidad de Evidencias","2","No demostrado con claridad","-1",""
"1103","GRUPO 2","21","26","Calidad de Evidencias","3"," ","",""
"1104","GRUPO 2","22","27","Calidad de Evidencias","1"," ","",""
"1105","GRUPO 2","23","28","Calidad de Evidencias","3"," ","",""
"1106","GRUPO 2","24","29","Calidad de Evidencias","3"," ","",""
"1107","GRUPO 2","25","30","Calidad de Evidencias","3"," ","",""
"1108","GRUPO 2","26","31","Calidad de Evidencias","3"," ","",""
"1109","GRUPO 2","27","32","Calidad de Evidencias","2"," ","",""
"1110","GRUPO 2","28","33","Calidad de Evidencias","3"," ","",""
"1111","GRUPO 2","29","34","Calidad de Evidencias","3","Faltaron pautas","-1",""
"1112","GRUPO 2","30","36","Calidad de Evidencias","3"," ","",""
"1113","GRUPO 2","31","37","Calidad de Evidencias","2","No se entendió del tema que fue expuesto","-1",""
"1114","GRUPO 3","1","5","Calidad de Evidencias","3"," ","",""
"1115","GRUPO 3","2","6","Calidad de Evidencias","1","Falta el resultado de las 5 variables a considerar","-1",""
"1116","GRUPO 3","3","7","Calidad de Evidencias","2","No se mostro una conclusión concepto","-1",""
"1117","GRUPO 3","4","8","Calidad de Evidencias","2"," ","",""
"1118","GRUPO 3","5","9","Calidad de Evidencias","2"," ","",""
"1119","GRUPO 3","6","10","Calidad de Evidencias","4","Pudieron mejorarse pero aun así los resultados fueron algo prometedores","0",""
"1120","GRUPO 3","7","11","Calidad de Evidencias","2","Interactiva muestra de la función de su problema sin embargo le faltaron puntos","0",""
"1121","GRUPO 3","8","13","Calidad de Evidencias","2","Quedaron ciertos temas que no fueron cerrados por completo","-1",""
"1122","GRUPO 3","9","14","Calidad de Evidencias","3","El informe sobre los semáforos tiene base en sus argumentos","1",""
"1123","GRUPO 3","10","16","Calidad de Evidencias","2"," ","",""
"1124","GRUPO 3","11","17","Calidad de Evidencias","2"," ","",""
"1125","GRUPO 3","12","18","Calidad de Evidencias","2","Porque le falto algunas partes del proyecto","-1",""
"1126","GRUPO 3","13","19","Calidad de Evidencias","1"," ","",""
"1127","GRUPO 3","14","20","Calidad de Evidencias","2","Falto los resultados (evidencias)","-1",""
"1128","GRUPO 3","15","23","Calidad de Evidencias","3","Falto mas contenido","-1",""
"1129","GRUPO 3","16","25","Calidad de Evidencias","3","Tiene la documentación","1",""
"1130","GRUPO 3","17","26","Calidad de Evidencias","2"," ","",""
"1131","GRUPO 3","18","27","Calidad de Evidencias","3","Le falto mas evidencia","-1",""
"1132","GRUPO 3","19","28","Calidad de Evidencias","2"," ","",""
"1133","GRUPO 3","20","29","Calidad de Evidencias","2"," ","",""
"1134","GRUPO 3","21","30","Calidad de Evidencias","3","En si, si lo tiene el código y los papeles","1",""
"1135","GRUPO 3","22","31","Calidad de Evidencias","2"," ","",""
"1136","GRUPO 4","1","1","Calidad de Evidencias","3"," ","",""
"1137","GRUPO 4","2","2","Calidad de Evidencias","4","Concluyeron con mucha investigacion concreta y explicita.","1",""
"1138","GRUPO 4","3","3","Calidad de Evidencias","2","Les faltó presentar bien sus resultados.","-1",""
"1139","GRUPO 4","4","4","Calidad de Evidencias","2"," ","",""
"1140","GRUPO 4","5","5","Calidad de Evidencias","4"," ","",""
"1141","GRUPO 4","6","6","Calidad de Evidencias","3"," ","",""
"1142","GRUPO 4","7","7","Calidad de Evidencias","2"," ","",""
"1143","GRUPO 4","8","8","Calidad de Evidencias","2","Faltó la ejecución de los resultados.","-1",""
"1144","GRUPO 4","9","9","Calidad de Evidencias","3"," ","",""
"1145","GRUPO 4","10","10","Calidad de Evidencias","3"," ","",""
"1146","GRUPO 4","11","11","Calidad de Evidencias","4"," ","",""
"1147","GRUPO 4","12","12","Calidad de Evidencias","2","No entiendo el trabajo","0",""
"1148","GRUPO 4","13","13","Calidad de Evidencias","3"," ","",""
"1149","GRUPO 4","14","14","Calidad de Evidencias","2"," ","",""
"1150","GRUPO 4","15","15","Calidad de Evidencias","2"," ","",""
"1151","GRUPO 4","16","16","Calidad de Evidencias","1","No presentó los hallazgos.","-1",""
"1152","GRUPO 4","17","19","Calidad de Evidencias","2"," ","",""
"1153","GRUPO 4","18","20","Calidad de Evidencias","4"," ","",""
"1154","GRUPO 4","19","21","Calidad de Evidencias","3"," ","",""
"1155","GRUPO 4","20","22","Calidad de Evidencias","2"," ","",""
"1156","GRUPO 4","21","23","Calidad de Evidencias","1","No se presentó evidencia por lo que no quedó claro nada.","-1",""
"1157","GRUPO 4","22","24","Calidad de Evidencias","3"," ","",""
"1158","GRUPO 4","23","25","Calidad de Evidencias","1","No fue evidencia","-1",""
"1159","GRUPO 4","24","26","Calidad de Evidencias","2"," ","",""
"1160","GRUPO 4","25","27","Calidad de Evidencias","3"," ","",""
"1161","GRUPO 4","26","28","Calidad de Evidencias","3"," ","",""
"1162","GRUPO 4","27","29","Calidad de Evidencias","2"," ","",""
"1163","GRUPO 4","28","31","Calidad de Evidencias","3"," ","",""
"1164","GRUPO 4","29","34","Calidad de Evidencias","1","No se presentó la demo","-1",""
"1165","GRUPO 4","30","35","Calidad de Evidencias","2","Faltó la ejecucion de los resultados.","-1",""
"1166","GRUPO 4","31","37","Calidad de Evidencias","3"," ","",""
"1167","GRUPO 4","32","0","Calidad de Evidencias","0"," ","",""
"1168","GRUPO 6","1","5","Calidad de Evidencias","3"," ","",""
"1169","GRUPO 6","2","6","Calidad de Evidencias","3","Les falto tiempo para evidenciarlo","-1",""
"1170","GRUPO 6","3","7","Calidad de Evidencias","0"," ","",""
"1171","GRUPO 6","4","8","Calidad de Evidencias","3"," ","",""
"1172","GRUPO 6","5","9","Calidad de Evidencias","1"," ","",""
"1173","GRUPO 6","6","10","Calidad de Evidencias","3"," ","",""
"1174","GRUPO 6","7","13","Calidad de Evidencias","4"," ","",""
"1175","GRUPO 6","8","14","Calidad de Evidencias","3","Estuvieron bien planteados","1",""
"1176","GRUPO 6","9","16","Calidad de Evidencias","1"," ","",""
"1177","GRUPO 6","10","17","Calidad de Evidencias","3"," ","",""
"1178","GRUPO 6","11","18","Calidad de Evidencias","3"," ","",""
"1179","GRUPO 6","12","19","Calidad de Evidencias","2"," ","",""
"1180","GRUPO 6","13","20","Calidad de Evidencias","3","Problemas técnicos, no se pudo apreciar bien","-1",""
"1181","GRUPO 6","14","23","Calidad de Evidencias","3"," ","",""
"1182","GRUPO 6","15","25","Calidad de Evidencias","1","Escasa evidencia","-1",""
"1183","GRUPO 6","16","26","Calidad de Evidencias","3"," ","",""
"1184","GRUPO 6","17","27","Calidad de Evidencias","3","Buena evidencia y programa","1",""
"1185","GRUPO 6","18","30","Calidad de Evidencias","2","Falta evidencia necesarias","-1",""
"1186","GRUPO 6","19","31","Calidad de Evidencias","3"," ","",""
"1187","GRUPO 6","20","32","Calidad de Evidencias","2"," ","",""
"1188","GRUPO 6","21","0","Calidad de Evidencias","0"," ","",""
"1189","GRUPO 6","22","0","Calidad de Evidencias","0"," ","",""
"1190","GRUPO 7","1","1","Calidad de Evidencias","3"," ","",""
"1191","GRUPO 7","2","2","Calidad de Evidencias","3","PERMITIERON CONSIDERAR MUCHAS DEFINICIONESDE UN NUEVO PROYECTO Y ESTILO DE VIDA .","0",""
"1192","GRUPO 7","3","4","Calidad de Evidencias","3"," ","",""
"1193","GRUPO 7","4","5","Calidad de Evidencias","4"," ","",""
"1194","GRUPO 7","5","6","Calidad de Evidencias","4"," ","",""
"1195","GRUPO 7","6","8","Calidad de Evidencias","2","NO SE PUEDE AGREGAR BIEN LA PROYECCION DE LOS RESULTADOS","-1",""
"1196","GRUPO 7","7","9","Calidad de Evidencias","3","ESTA CLARO EL PRESENTE TRABAJO PRESENTADO","1",""
"1197","GRUPO 7","8","10","Calidad de Evidencias","3"," ","",""
"1198","GRUPO 7","9","11","Calidad de Evidencias","4"," ","",""
"1199","GRUPO 7","10","12","Calidad de Evidencias","2","LAS EVIDENCIAS NO RESPONDEN A TODAS LAS INTERROGANTES","-1",""
"1200","GRUPO 7","11","13","Calidad de Evidencias","3"," ","",""
"1201","GRUPO 7","12","14","Calidad de Evidencias","4","FALTARON PARTES IMPORTANTES","-1",""
"1202","GRUPO 7","13","15","Calidad de Evidencias","4"," ","",""
"1203","GRUPO 7","14","16","Calidad de Evidencias","4","PRESENTA TODOS LOS TRABAJOS OBTENIDOS","1",""
"1204","GRUPO 7","15","17","Calidad de Evidencias","3","NO ESTA COMPLETO","-1",""
"1205","GRUPO 7","16","19","Calidad de Evidencias","3"," ","",""
"1206","GRUPO 7","17","20","Calidad de Evidencias","4"," ","",""
"1207","GRUPO 7","18","21","Calidad de Evidencias","3"," ","",""
"1208","GRUPO 7","19","22","Calidad de Evidencias","3"," ","",""
"1209","GRUPO 7","20","23","Calidad de Evidencias","4"," ","",""
"1210","GRUPO 7","21","24","Calidad de Evidencias","3","ESTUVIERON BIEN ORGANIZADOS","1",""
"1211","GRUPO 7","22","25","Calidad de Evidencias","3","SOLO VIDEO MAS NO EL PROGRAMA","-1",""
"1212","GRUPO 7","23","26","Calidad de Evidencias","3"," ","",""
"1213","GRUPO 7","24","27","Calidad de Evidencias","3"," ","",""
"1214","GRUPO 7","25","28","Calidad de Evidencias","4"," ","",""
"1215","GRUPO 7","26","29","Calidad de Evidencias","4"," ","",""
"1216","GRUPO 7","27","30","Calidad de Evidencias","3"," ","",""
"1217","GRUPO 7","28","31","Calidad de Evidencias","3"," ","",""
"1218","GRUPO 7","29","32","Calidad de Evidencias","4"," ","",""
"1219","GRUPO 7","30","33","Calidad de Evidencias","3"," ","",""
"1220","GRUPO 7","31","34","Calidad de Evidencias","3"," ","",""
"1221","GRUPO 7","32","35","Calidad de Evidencias","3"," ","",""
"1222","GRUPO 7","33","36","Calidad de Evidencias","3"," ","",""
"1223","GRUPO 7","34","37","Calidad de Evidencias","4"," ","",""
"1224","GRUPO 7","35","38","Calidad de Evidencias","3"," ","",""
"1225","GRUPO 8","1","1","Calidad de Evidencias","3"," ","",""
"1226","GRUPO 8","2","2","Calidad de Evidencias","4","ESTABLECIERON FUNDAMENTOS CONCRETOS DE DONDE OBTUVIERON LA INFORMACION","1",""
"1227","GRUPO 8","3","3","Calidad de Evidencias","2","NO FUERON SUFICIENTES LAS EVIDENCIAS Y LAS CONCLUSIONES DEL INFORME","-1",""
"1228","GRUPO 8","4","4","Calidad de Evidencias","3"," ","",""
"1229","GRUPO 8","5","5","Calidad de Evidencias","3"," ","",""
"1230","GRUPO 8","6","6","Calidad de Evidencias","3"," ","",""
"1231","GRUPO 8","7","7","Calidad de Evidencias","3"," ","",""
"1232","GRUPO 8","8","8","Calidad de Evidencias","3"," ","",""
"1233","GRUPO 8","9","9","Calidad de Evidencias","2"," ","",""
"1234","GRUPO 8","10","10","Calidad de Evidencias","3"," ","",""
"1235","GRUPO 8","11","11","Calidad de Evidencias","4"," ","",""
"1236","GRUPO 8","12","12","Calidad de Evidencias","2","NO PRESENTAN TOTAL DOMINIO Y EL CODIGO NO RESUELVE EL PROBLEMA","-1",""
"1237","GRUPO 8","13","13","Calidad de Evidencias","3"," ","",""
"1238","GRUPO 8","14","14","Calidad de Evidencias","3"," ","",""
"1239","GRUPO 8","15","15","Calidad de Evidencias","4"," ","",""
"1240","GRUPO 8","16","16","Calidad de Evidencias","3","SE OBTIENEN BUENOS RESULTADOS","1",""
"1241","GRUPO 8","17","17","Calidad de Evidencias","3","NO SE HIZO U "" DE LAS MATRICES PARA EVALUAR EL ALGORITMO""","0",""
"1242","GRUPO 8","18","19","Calidad de Evidencias","3"," ","",""
"1243","GRUPO 8","19","20","Calidad de Evidencias","4"," ","",""
"1244","GRUPO 8","20","21","Calidad de Evidencias","3"," ","",""
"1245","GRUPO 8","21","22","Calidad de Evidencias","3"," ","",""
"1246","GRUPO 8","22","23","Calidad de Evidencias","3"," ","",""
